"id","serial_no","record_string","machine_type","part","result","order_no","operator","input_date","update_date","sheet_config_id_id"
"11","B545-0201-1-2_0_190530_2","{""operator"":""liutianshu"",""date"":""2019-05-30"",""part"":""B545-0201-1-2"",""machine"":""Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列"",""group"":""1"",""title"":""Global A X 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-05-30"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-05-30"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-05-30"",""comment40"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""OKAY"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result60.1"":""OKAY"",""date60.1"":""2019-05-30"",""comment60.1"":"""",""result60.2"":""OKAY"",""date60.2"":""2019-05-30"",""comment60.2"":"""",""result60.3"":""266"",""date60.3"":""2019-05-30"",""comment60.3"":"""",""result"":1}","Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列","B545-0201-1-2","1","0","liutianshu","2019-05-30 14:48:11.362191","2019-05-30 14:48:11.362191","1"
"12","B545-0101-2_0_190530_1","{""operator"":""liutianshu"",""date"":""2019-05-30"",""part"":""B545-0101-2"",""machine"":""Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列"",""group"":""3"",""title"":""Global A Z 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-05-30"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-05-30"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-05-30"",""comment40"":"""",""result"":1}","Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列","B545-0101-2","1","0","liutianshu","2019-05-30 15:32:01.665113","2019-05-30 15:32:01.665113","3"
"13","B545-0101-2_0_190530_2","{""operator"":""liutianshu"",""date"":""2019-05-30"",""part"":""B545-0101-2"",""machine"":""Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列"",""group"":""3"",""title"":""Global A Z 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result30.1"":""OKAY"",""date30.1"":""2019-05-30"",""comment30.1"":"""",""result30.2"":""OKAY"",""date30.2"":""2019-05-30"",""comment30.2"":"""",""result40"":""OKAY"",""date40"":""2019-05-30"",""comment40"":"""",""result"":1}","Inspector/Explorer/Pioneer(+)/Global Plus 5, 6, 8 系列","B545-0101-2","1","0","liutianshu","2019-05-30 15:32:17.780119","2019-05-30 15:32:17.780119","3"
"14","G16506500_0_190530_1","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16506500"",""machine"":""Global S D Green"",""group"":""4"",""title"":""Global B/C/D X 向速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40.1"":""OKAY"",""date40.1"":""2019-05-30"",""comment40.1"":"""",""result40.2"":""OKAY"",""date40.2"":""2019-05-30"",""comment40.2"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""237"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result60"":""OKAY"",""date60"":""2019-05-30"",""comment60"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result"":1}","Global S D Green","G16506500","1","0","wangchunrui","2019-05-30 15:56:35.306805","2019-05-30 15:56:35.306805","4"
"15","G16506500_0_190530_2","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16506500"",""machine"":""Global S D Green"",""group"":""4"",""title"":""Global B/C/D X 向速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40.1"":""OKAY"",""date40.1"":""2019-05-30"",""comment40.1"":"""",""result40.2"":""OKAY"",""date40.2"":""2019-05-30"",""comment40.2"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""236"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result60"":""OKAY"",""date60"":""2019-05-30"",""comment60"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result"":1}","Global S D Green","G16506500","1","0","wangchunrui","2019-05-30 15:56:49.799391","2019-05-30 15:56:49.799391","4"
"16","G16506500_0_190530_3","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16506500"",""machine"":""Global S D Green"",""group"":""4"",""title"":""Global B/C/D X 向速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40.1"":""OKAY"",""date40.1"":""2019-05-30"",""comment40.1"":"""",""result40.2"":""OKAY"",""date40.2"":""2019-05-30"",""comment40.2"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""237"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result60"":""OKAY"",""date60"":""2019-05-30"",""comment60"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result"":1}","Global S D Green","G16506500","1","0","wangchunrui","2019-05-30 15:57:04.276377","2019-05-30 15:57:04.276377","4"
"17","G16506500_0_190530_4","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16506500"",""machine"":""Global S D Green"",""group"":""4"",""title"":""Global B/C/D X 向速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40.1"":""OKAY"",""date40.1"":""2019-05-30"",""comment40.1"":"""",""result40.2"":""OKAY"",""date40.2"":""2019-05-30"",""comment40.2"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""238"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result60"":""OKAY"",""date60"":""2019-05-30"",""comment60"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result"":1}","Global S D Green","G16506500","1","0","wangchunrui","2019-05-30 15:57:16.272930","2019-05-30 15:57:16.272930","4"
"18","G16506500_0_190530_5","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16506500"",""machine"":""Global S D Green"",""group"":""4"",""title"":""Global B/C/D X 向速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40.1"":""OKAY"",""date40.1"":""2019-05-30"",""comment40.1"":"""",""result40.2"":""OKAY"",""date40.2"":""2019-05-30"",""comment40.2"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""236"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result60"":""OKAY"",""date60"":""2019-05-30"",""comment60"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result"":1}","Global S D Green","G16506500","1","0","wangchunrui","2019-05-30 15:57:27.817078","2019-05-30 15:57:27.817078","4"
"19","G16506500_0_190530_6","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16506500"",""machine"":""Global S D Green"",""group"":""4"",""title"":""Global B/C/D X 向速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40.1"":""OKAY"",""date40.1"":""2019-05-30"",""comment40.1"":"""",""result40.2"":""OKAY"",""date40.2"":""2019-05-30"",""comment40.2"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""237"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result60"":""OKAY"",""date60"":""2019-05-30"",""comment60"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result"":1}","Global S D Green","G16506500","1","0","wangchunrui","2019-05-30 15:57:38.612417","2019-05-30 15:57:38.612417","4"
"20","G16506500_0_190530_7","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16506500"",""machine"":""Global S D Green"",""group"":""4"",""title"":""Global B/C/D X 向速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40.1"":""OKAY"",""date40.1"":""2019-05-30"",""comment40.1"":"""",""result40.2"":""OKAY"",""date40.2"":""2019-05-30"",""comment40.2"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""238"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result60"":""OKAY"",""date60"":""2019-05-30"",""comment60"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result"":1}","Global S D Green","G16506500","1","0","wangchunrui","2019-05-30 15:58:04.430748","2019-05-30 15:58:04.430748","4"
"21","G16506500_0_190530_8","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16506500"",""machine"":""Global S D Green"",""group"":""4"",""title"":""Global B/C/D X 向速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40.1"":""OKAY"",""date40.1"":""2019-05-30"",""comment40.1"":"""",""result40.2"":""OKAY"",""date40.2"":""2019-05-30"",""comment40.2"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""237"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result60"":""OKAY"",""date60"":""2019-05-30"",""comment60"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result"":1}","Global S D Green","G16506500","1","0","wangchunrui","2019-05-30 15:58:26.146226","2019-05-30 15:58:26.146226","4"
"22","G16506500_0_190530_9","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16506500"",""machine"":""Global S D Green"",""group"":""4"",""title"":""Global B/C/D X 向速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40.1"":""OKAY"",""date40.1"":""2019-05-30"",""comment40.1"":"""",""result40.2"":""OKAY"",""date40.2"":""2019-05-30"",""comment40.2"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""238"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result60"":""OKAY"",""date60"":""2019-05-30"",""comment60"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result"":1}","Global S D Green","G16506500","1","0","wangchunrui","2019-05-30 15:58:37.191168","2019-05-30 15:58:37.191168","4"
"23","G16506500_0_190530_10","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16506500"",""machine"":""Global S D Green"",""group"":""4"",""title"":""Global B/C/D X 向速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40.1"":""OKAY"",""date40.1"":""2019-05-30"",""comment40.1"":"""",""result40.2"":""OKAY"",""date40.2"":""2019-05-30"",""comment40.2"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""235"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result60"":""OKAY"",""date60"":""2019-05-30"",""comment60"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result"":1}","Global S D Green","G16506500","1","0","wangchunrui","2019-05-30 15:58:51.324949","2019-05-30 15:58:51.324949","4"
"24","G16502800_0_190530_1","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16502800"",""machine"":""Global S D Green; Global D Per"",""group"":""5"",""title"":""Global B/C/D Y 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40"":""OKAY"",""date40"":""2019-05-30"",""comment40"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""238"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result80"":""OKAY"",""date80"":""2019-05-30"",""comment80"":"""",""result90"":""OKAY"",""date90"":""2019-05-30"",""comment90"":"""",""result"":1}","Global S D Green; Global D Per","G16502800","1","0","wangchunrui","2019-05-30 16:14:00.020999","2019-05-30 16:14:00.020999","5"
"25","G16502800_0_190530_2","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16502800"",""machine"":""Global S D Green; Global D Per"",""group"":""5"",""title"":""Global B/C/D Y 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40"":""OKAY"",""date40"":""2019-05-30"",""comment40"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""238"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result80"":""OKAY"",""date80"":""2019-05-30"",""comment80"":"""",""result90"":""OKAY"",""date90"":""2019-05-30"",""comment90"":"""",""json_str"":""{\""operator\"":\""wangchunrui\"",\""date\"":\""2019-05-30\"",\""part\"":\""G16502800\"",\""machine\"":\""Global S D Green; Global D Per\"",\""group\"":\""5\"",\""title\"":\""Global B/C/D Y 向减速器装配工序记录表\"",\""version\"":\""1\"",\""ordernbr\"":\""0\"",\""result10.1\"":\""OKAY\"",\""date10.1\"":\""2019-05-30\"",\""comment10.1\"":\""\"",\""result10.2\"":\""OKAY\"",\""date10.2\"":\""2019-05-30\"",\""comment10.2\"":\""\"",\""result20.1\"":\""OKAY\"",\""date20.1\"":\""2019-05-30\"",\""comment20.1\"":\""\"",\""result20.2\"":\""OKAY\"",\""date20.2\"":\""2019-05-30\"",\""comment20.2\"":\""\"",\""result20.3\"":\""OKAY\"",\""date20.3\"":\""2019-05-30\"",\""comment20.3\"":\""\"",\""result20.4\"":\""OKAY\"",\""date20.4\"":\""2019-05-30\"",\""comment20.4\"":\""\"",\""result30\"":\""OKAY\"",\""date30\"":\""2019-05-30\"",\""comment30\"":\""\"",\""result40\"":\""OKAY\"",\""date40\"":\""2019-05-30\"",\""comment40\"":\""\"",\""result50.1\"":\""OKAY\"",\""date50.1\"":\""2019-05-30\"",\""comment50.1\"":\""\"",\""result50.2\"":\""238\"",\""date50.2\"":\""2019-05-30\"",\""comment50.2\"":\""\"",\""result70\"":\""OKAY\"",\""date70\"":\""2019-05-30\"",\""comment70\"":\""\"",\""result80\"":\""OKAY\"",\""date80\"":\""2019-05-30\"",\""comment80\"":\""\"",\""result90\"":\""OKAY\"",\""date90\"":\""2019-05-30\"",\""comment90\"":\""\"",\""result\"":1}"",""csrfmiddlewaretoken"":""uKMffw9QZC018uc9OtIoYB6YR2USb0S58ChvotjbOSYp3PVkR4rd7etVTSZdHiEL"",""result"":1}","Global S D Green; Global D Per","G16502800","1","0","wangchunrui","2019-05-30 16:14:13.343570","2019-05-30 16:14:13.343570","5"
"26","G16502800_0_190530_3","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16502800"",""machine"":""Global S D Green; Global D Per"",""group"":""5"",""title"":""Global B/C/D Y 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40"":""OKAY"",""date40"":""2019-05-30"",""comment40"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""237"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result80"":""OKAY"",""date80"":""2019-05-30"",""comment80"":"""",""result90"":""OKAY"",""date90"":""2019-05-30"",""comment90"":"""",""result"":1}","Global S D Green; Global D Per","G16502800","1","0","wangchunrui","2019-05-30 16:14:30.035784","2019-05-30 16:14:30.035784","5"
"27","G16502800_0_190530_4","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16502800"",""machine"":""Global S D Green; Global D Per"",""group"":""5"",""title"":""Global B/C/D Y 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40"":""OKAY"",""date40"":""2019-05-30"",""comment40"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""236"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result80"":""OKAY"",""date80"":""2019-05-30"",""comment80"":"""",""result90"":""OKAY"",""date90"":""2019-05-30"",""comment90"":"""",""result"":1}","Global S D Green; Global D Per","G16502800","1","0","wangchunrui","2019-05-30 16:14:46.025989","2019-05-30 16:14:46.025989","5"
"28","G16502800_0_190530_5","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16502800"",""machine"":""Global S D Green; Global D Per"",""group"":""5"",""title"":""Global B/C/D Y 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40"":""OKAY"",""date40"":""2019-05-30"",""comment40"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""236"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result80"":""OKAY"",""date80"":""2019-05-30"",""comment80"":"""",""result90"":""OKAY"",""date90"":""2019-05-30"",""comment90"":"""",""result"":1}","Global S D Green; Global D Per","G16502800","1","0","wangchunrui","2019-05-30 16:14:58.443748","2019-05-30 16:14:58.443748","5"
"29","G16502800_0_190530_6","{""operator"":""wangchunrui"",""date"":""2019-05-30"",""part"":""G16502800"",""machine"":""Global S D Green; Global D Per"",""group"":""5"",""title"":""Global B/C/D Y 向减速器装配工序记录表"",""version"":""1"",""ordernbr"":""0"",""result10.1"":""OKAY"",""date10.1"":""2019-05-30"",""comment10.1"":"""",""result10.2"":""OKAY"",""date10.2"":""2019-05-30"",""comment10.2"":"""",""result20.1"":""OKAY"",""date20.1"":""2019-05-30"",""comment20.1"":"""",""result20.2"":""OKAY"",""date20.2"":""2019-05-30"",""comment20.2"":"""",""result20.3"":""OKAY"",""date20.3"":""2019-05-30"",""comment20.3"":"""",""result20.4"":""OKAY"",""date20.4"":""2019-05-30"",""comment20.4"":"""",""result30"":""OKAY"",""date30"":""2019-05-30"",""comment30"":"""",""result40"":""OKAY"",""date40"":""2019-05-30"",""comment40"":"""",""result50.1"":""OKAY"",""date50.1"":""2019-05-30"",""comment50.1"":"""",""result50.2"":""237"",""date50.2"":""2019-05-30"",""comment50.2"":"""",""result70"":""OKAY"",""date70"":""2019-05-30"",""comment70"":"""",""result80"":""OKAY"",""date80"":""2019-05-30"",""comment80"":"""",""result90"":""OKAY"",""date90"":""2019-05-30"",""comment90"":"""",""result"":1}","Global S D Green; Global D Per","G16502800","1","0","wangchunrui","2019-05-30 16:15:05.931844","2019-05-30 16:15:05.931844","5"
